Region,RegionName,StateName,CountyName,CityName,ForecastYoYPctChange
Zip,18403,PA,Lackawanna County,Archbald,2.769288956
Zip,18405,PA,Wayne County,Damascus,8.052141527
Zip,18414,PA,Lackawanna County,Dalton,-4.622187336
Zip,18419,PA,Wyoming County,Overfield,-7.437262357
Zip,18421,PA,Susquehanna County,Forest City,-0.170837867
Zip,18424,PA,Wayne County,Lehigh,-1.279929577
Zip,18426,PA,Pike County,Greene,0.011418269
Zip,18428,PA,Pike County,Blooming Grove,6.601330913
Zip,18431,PA,Wayne County,Honesdale,6.722256665
Zip,18434,PA,Lackawanna County,Jessup,-7.22742111
Zip,18435,PA,Pike County,Lackawaxen,9.756181714
Zip,18436,PA,Wayne County,Lake,5.317662008
Zip,18438,PA,Wayne County,Paupack,6.091426249
Zip,18444,PA,Lackawanna County,Spring Brook,-7.889212828
Zip,18445,PA,Wayne County,Dreher,2.841979726
Zip,18446,PA,Wyoming County,Nicholson,-7.468051118
Zip,18447,PA,Lackawanna County,Olyphant,2.993865031
Zip,18452,PA,Lackawanna County,Blakely,-1.873498799
Zip,18464,PA,Pike County,Palmyra,-6.033405172
Zip,18466,PA,Monroe County,Coolbaugh,7.443617021
Zip,18472,PA,Wayne County,Clinton,7.898578811
Zip,18504,PA,Lackawanna County,Scranton,-4.834848485
Zip,18505,PA,Lackawanna County,Scranton,7.705345502
Zip,18507,PA,Lackawanna County,Moosic,1.650234742
Zip,18510,PA,Lackawanna County,Scranton,-1.329519451
Zip,18517,PA,Lackawanna County,Taylor,0.666007905
Zip,18518,PA,Lackawanna County,Old Forge,-1.032590051
Zip,18603,PA,Columbia County,Berwick,1.670935961
Zip,18610,PA,Monroe County,Tunkhannock,6.610810811
Zip,18612,PA,Luzerne County,Back Mountain,1.720628045
Zip,18615,PA,Wyoming County,Exeter,-2.837746096
Zip,18618,PA,Luzerne County,Harveys Lake,-0.239009288
Zip,18621,PA,Luzerne County,Hunlock,2.133888048
Zip,18623,PA,Bradford County,Tuscarora,4.691415313
Zip,18629,PA,Wyoming County,Mehoopany,1.325833333
Zip,18630,PA,Wyoming County,Meshoppen,-4.556360709
Zip,18635,PA,Luzerne County,Nescopeck,2.221966206
Zip,18640,PA,Luzerne County,Pittston,-0.758961681
Zip,18643,PA,Luzerne County,Exeter,-1.844327177
Zip,18644,PA,Luzerne County,West Wyoming,-2.672385621
Zip,18651,PA,Luzerne County,Plymouth,-4.217973231
Zip,18655,PA,Luzerne County,Union,-2.480916031
Zip,18656,PA,Luzerne County,Ross,-0.855787476
Zip,18657,PA,Wyoming County,Tunkhannock,-6.849095967
Zip,18660,PA,Luzerne County,Mountain Top,-2.801218583
Zip,18661,PA,Luzerne County,White Haven,0.626064736
Zip,18702,PA,Luzerne County,Wilkes-Barre,-2.778597786
Zip,18704,PA,Luzerne County,Kingston,-2.157844081
Zip,18706,PA,Luzerne County,Hanover,-2.716840537
Zip,18707,PA,Luzerne County,Mountain Top,4.739740821
Zip,18708,PA,Luzerne County,Shavertown,2.56668608
Zip,18801,PA,Susquehanna County,Bridgewater,-0.455284553
Zip,18810,PA,Bradford County,Athens,1.847058824
Zip,18822,PA,Susquehanna County,Hallstead,4.594339623
Zip,18832,PA,Bradford County,Franklin,1.090834697
Zip,18834,PA,Susquehanna County,New Milford,0.224876442
Zip,18840,PA,Bradford County,Sayre,1.685069984
Zip,18847,PA,Susquehanna County,Susquehanna Depot,-3.070175439
Zip,18850,PA,Bradford County,Ulster,1.995366795
Zip,18901,PA,Bucks County,Doylestown,-0.340611354
Zip,18914,PA,Bucks County,New Britain,1.536030003
Zip,18915,PA,Montgomery County,Hatfield,0.19325433
Zip,18917,PA,Bucks County,Dublin,1.661184211
Zip,18925,PA,Bucks County,Buckingham,0.117532044
Zip,18929,PA,Bucks County,Warwick,2.492486046
Zip,18930,PA,Bucks County,Nockamixon,0.660685155
Zip,18938,PA,Bucks County,Solebury,-0.608112583
Zip,18940,PA,Bucks County,Newtown,0.901730399
Zip,18942,PA,Bucks County,Tinicum,-0.389176592
Zip,18944,PA,Bucks County,Perkasie,1.139045825
Zip,18947,PA,Bucks County,Plumstead,-0.412219101
Zip,18951,PA,Bucks County,Richland,0.412454212
Zip,18954,PA,Bucks County,Richboro,0.925800631
Zip,18960,PA,Bucks County,Sellersville,0.203511286
Zip,18964,PA,Montgomery County,Franconia,2.06733773
Zip,18966,PA,Bucks County,Northampton,0.631830986
Zip,18969,PA,Montgomery County,Telford,2.019622362
Zip,18972,PA,Bucks County,Bridgeton,-2.526750142
Zip,18974,PA,Bucks County,Warminster,1.679547597
Zip,18976,PA,Bucks County,Warrington,1.186497672
Zip,18977,PA,Bucks County,Upper Makefield,-0.576813656
Zip,19001,PA,Montgomery County,Abington,-0.067946257
Zip,19002,PA,Montgomery County,Upper Dublin,2.390352941
Zip,19003,PA,Delaware County,Ardmore,-0.622168529
Zip,19004,PA,Montgomery County,Lower Merion,2.734472934
Zip,19006,PA,Montgomery County,Lower Moreland,0.752914909
Zip,19007,PA,Bucks County,Bristol,-3.930671104
Zip,19008,PA,Delaware County,Broomall,1.492178771
Zip,19010,PA,Delaware County,Bryn Mawr,4.571565342
Zip,19012,PA,Montgomery County,Cheltenham,-0.023966942
Zip,19014,PA,Delaware County,Aston,4.102319801
Zip,19015,PA,Delaware County,Brookhaven,8.660377358
Zip,19018,PA,Delaware County,Upper Darby,8.160574413
Zip,19020,PA,Bucks County,Bensalem,3.847842835
Zip,19021,PA,Bucks County,Croydon,-2.748055988
Zip,19023,PA,Delaware County,Darby,-1.967142857
Zip,19025,PA,Montgomery County,Upper Dublin,3.128211009
Zip,19026,PA,Delaware County,Drexel Hill,6.344280861
Zip,19027,PA,Montgomery County,Cheltenham,3.113271028
Zip,19029,PA,Delaware County,Tinicum,6.375876578
Zip,19030,PA,Bucks County,Fairless Hills,4.129241327
Zip,19031,PA,Montgomery County,Flourtown,-0.669950739
Zip,19032,PA,Delaware County,Folcroft,6.298679868
Zip,19033,PA,Delaware County,Folsom,8.348970799
Zip,19034,PA,Montgomery County,Upper Dublin,4.034705408
Zip,19035,PA,Montgomery County,Lower Merion,3.483259379
Zip,19036,PA,Delaware County,Darby,3.434328358
Zip,19038,PA,Montgomery County,Abington,1.567860664
Zip,19040,PA,Montgomery County,Upper Moreland,0.222810734
Zip,19041,PA,Montgomery County,Haverford,7.027847104
Zip,19043,PA,Delaware County,Ridley,4.128464819
Zip,19044,PA,Montgomery County,Horsham,0.890550894
Zip,19046,PA,Montgomery County,Abington,1.278279182
Zip,19047,PA,Bucks County,Middletown,2.625137212
Zip,19050,PA,Delaware County,Lansdowne,6.985486212
Zip,19053,PA,Bucks County,Lower Southampton,0.542321847
Zip,19054,PA,Bucks County,Levittown,0.684809098
Zip,19055,PA,Bucks County,Levittown,-2.0487228
Zip,19056,PA,Bucks County,Levittown,0.902394107
Zip,19057,PA,Bucks County,Levittown,-1.797108209
Zip,19061,PA,Delaware County,Upper Chichester,6.574646075
Zip,19063,PA,Delaware County,Middletown,1.404683959
Zip,19064,PA,Delaware County,Springfield,4.511838006
Zip,19066,PA,Montgomery County,Lower Merion,3.648071828
Zip,19067,PA,Bucks County,Lower Makefield,1.258324662
Zip,19070,PA,Delaware County,Ridley,2.62860781
Zip,19072,PA,Montgomery County,Lower Merion,2.436856369
Zip,19073,PA,Delaware County,Newtown,5.222388379
Zip,19074,PA,Delaware County,Norwood,5.823459716
Zip,19075,PA,Montgomery County,Oreland,0.596002423
Zip,19076,PA,Delaware County,Prospect Park,5.756097561
Zip,19078,PA,Delaware County,Ridley Park,5.911637931
Zip,19079,PA,Delaware County,Sharon Hill,-0.059760956
Zip,19081,PA,Delaware County,Swarthmore,3.256883815
Zip,19082,PA,Delaware County,Upper Darby,5.754332314
Zip,19083,PA,Delaware County,Havertown,0.335969537
Zip,19085,PA,Delaware County,Radnor,5.20102927
Zip,19086,PA,Delaware County,Nether Providence,3.566578093
Zip,19087,PA,Delaware County,Radnor,-0.212121212
Zip,19090,PA,Montgomery County,Willow Grove,0.320119671
Zip,19094,PA,Delaware County,Woodlyn,6.685527748
Zip,19095,PA,Montgomery County,Abington,0.333333333
Zip,19096,PA,Montgomery County,Wynnewood,5.220276498
Zip,19102,PA,Philadelphia County,Philadelphia,-2.033426966
Zip,19103,PA,Philadelphia County,Philadelphia,3.996521421
Zip,19106,PA,Philadelphia County,Philadelphia,-2.006923077
Zip,19107,PA,Philadelphia County,Philadelphia,1.342351047
Zip,19111,PA,Philadelphia County,Philadelphia,5.905925156
Zip,19114,PA,Philadelphia County,Philadelphia,3.42298634
Zip,19115,PA,Philadelphia County,Philadelphia,1.435749588
Zip,19116,PA,Philadelphia County,Philadelphia,5.728252502
Zip,19118,PA,Philadelphia County,Philadelphia,1.682905068
Zip,19119,PA,Philadelphia County,Philadelphia,-1.001461454
Zip,19120,PA,Philadelphia County,Philadelphia,0.724895397
Zip,19122,PA,Philadelphia County,Philadelphia,0.86437529
Zip,19123,PA,Philadelphia County,Philadelphia,0.289651586
Zip,19124,PA,Philadelphia County,Philadelphia,3.529652352
Zip,19125,PA,Philadelphia County,Philadelphia,-2.938501677
Zip,19127,PA,Philadelphia County,Philadelphia,-1.339470139
Zip,19128,PA,Philadelphia County,Philadelphia,0.400238001
Zip,19129,PA,Philadelphia County,Philadelphia,5.317165753
Zip,19130,PA,Philadelphia County,Philadelphia,-1.900524934
Zip,19135,PA,Philadelphia County,Philadelphia,3.519908116
Zip,19136,PA,Philadelphia County,Philadelphia,4.290479078
Zip,19137,PA,Philadelphia County,Philadelphia,-2.792667509
Zip,19146,PA,Philadelphia County,Philadelphia,-2.319547754
Zip,19147,PA,Philadelphia County,Philadelphia,0.236029412
Zip,19148,PA,Philadelphia County,Philadelphia,-5.182372246
Zip,19149,PA,Philadelphia County,Philadelphia,5.296895213
Zip,19150,PA,Philadelphia County,Philadelphia,-5.111585366
Zip,19151,PA,Philadelphia County,Philadelphia,-2.961538462
Zip,19152,PA,Philadelphia County,Philadelphia,4.211726384
Zip,19153,PA,Philadelphia County,Philadelphia,3.048096192
Zip,19154,PA,Philadelphia County,Philadelphia,1.384862385
Zip,19301,PA,Chester County,Paoli,-0.0275
Zip,19310,PA,Chester County,Atglen,1.027256479
Zip,19311,PA,Chester County,Avondale,0.574561404
Zip,19312,PA,Chester County,Easttown,-0.589731512
Zip,19317,PA,Delaware County,Chadds Ford,-0.121786768
Zip,19320,PA,Chester County,Valley,-0.221562357
Zip,19330,PA,Chester County,Londonderry,0.471423235
Zip,19333,PA,Chester County,Easttown,0.026844412
Zip,19335,PA,Chester County,East Brandywine,0.427285922
Zip,19341,PA,Chester County,Exton,-1.398048536
Zip,19342,PA,Delaware County,Glen Mills,4.561827367
Zip,19343,PA,Chester County,Glenmoore,-0.835714286
Zip,19344,PA,Chester County,Honey Brook,-1.046003899
Zip,19348,PA,Chester County,East Marlborough,0.788804071
Zip,19350,PA,Chester County,New Garden,0.842945417
Zip,19352,PA,Chester County,New London,0.084877466
Zip,19355,PA,Chester County,Malvern,1.348928277
Zip,19362,PA,Chester County,West Nottingham,1.304244347
Zip,19363,PA,Chester County,East Nottingham,-2.005166932
Zip,19365,PA,Chester County,Parkesburg,-0.918809884
Zip,19372,PA,Chester County,Thorndale,1.619324796
Zip,19373,PA,Delaware County,Thornbury,3.802180685
Zip,19380,PA,Chester County,West Chester,0.915991157
Zip,19382,PA,Chester County,West Chester,-0.22675367
Zip,19390,PA,Chester County,Penn,-0.627130435
Zip,19401,PA,Montgomery County,Norristown,2.08056872
Zip,19403,PA,Montgomery County,West Norriton,0.569219705
Zip,19405,PA,Montgomery County,Bridgeport,3.130610187
Zip,19406,PA,Montgomery County,King of Prussia,-1.934395501
Zip,19422,PA,Montgomery County,Whitpain,1.588958478
Zip,19425,PA,Chester County,Chester Springs,-0.399590164
Zip,19426,PA,Montgomery County,Upper Providence,1.336443469
Zip,19428,PA,Montgomery County,Conshohocken,-4.427936508
Zip,19438,PA,Montgomery County,Harleysville,0.799522673
Zip,19440,PA,Montgomery County,Hatfield,1.394233884
Zip,19444,PA,Montgomery County,Whitemarsh,2.229586936
Zip,19446,PA,Montgomery County,Lansdale,0.682942295
Zip,19453,PA,Montgomery County,Upper Providence,1.615209125
Zip,19454,PA,Montgomery County,North Wales,1.231182796
Zip,19460,PA,Chester County,Phoenixville,2.026050147
Zip,19462,PA,Montgomery County,Plymouth,-2.573132633
Zip,19464,PA,Montgomery County,Pottstown,3.80387258
Zip,19465,PA,Chester County,North Coventry,0.90921886
Zip,19468,PA,Montgomery County,Limerick,1.790230973
Zip,19473,PA,Montgomery County,Perkiomen,-1.459170854
Zip,19475,PA,Chester County,East Vincent,-1.506768483
Zip,19504,PA,Berks County,Washington,-1.81841716
Zip,19505,PA,Berks County,Washington,-3.129482072
Zip,19506,PA,Berks County,Jefferson,2.253284072
Zip,19507,PA,Berks County,Bethel,0.522749753
Zip,19508,PA,Berks County,Robeson,1.60542477
Zip,19510,PA,Berks County,Maidencreek,4.479319853
Zip,19512,PA,Berks County,Colebrookdale,-2.92284264
Zip,19518,PA,Berks County,Amity,0.070093458
Zip,19520,PA,Chester County,Warwick,-3.170827389
Zip,19522,PA,Berks County,Fleetwood,1.854854369
Zip,19525,PA,Montgomery County,New Hanover,3.793735422
Zip,19526,PA,Berks County,Hamburg,-3.34939759
Zip,19529,PA,Berks County,Albany,4.860247284
Zip,19530,PA,Berks County,Kutztown,2.077610536
Zip,19533,PA,Berks County,Bern,0.48119526
Zip,19534,PA,Berks County,Greenwich,0.436307146
Zip,19539,PA,Berks County,Longswamp,0.841369986
Zip,19540,PA,Berks County,Mohnton,-1.950580146
Zip,19541,PA,Berks County,Centre,1.379878578
Zip,19543,PA,Berks County,Caernarvon,-1.973136587
Zip,19547,PA,Berks County,Oley,-1.180836707
Zip,19551,PA,Berks County,Robesonia,-1.295857988
Zip,19555,PA,Berks County,Perry,-3.476647473
Zip,19560,PA,Berks County,Muhlenberg,-0.467615658
Zip,19562,PA,Berks County,Topton,-2.334640523
Zip,19565,PA,Berks County,Wernersville,-1.508629989
Zip,19567,PA,Berks County,Womelsdorf,-4.85596222
Zip,19601,PA,Berks County,Reading,3.226890756
Zip,19605,PA,Berks County,Muhlenberg,-2.373584906
Zip,19606,PA,Berks County,Exeter,-1.330930931
Zip,19607,PA,Berks County,Cumru,1.93953186
Zip,19608,PA,Berks County,Spring,2.653829877
Zip,19609,PA,Berks County,West Wyomissing,-2.451414514
Zip,19610,PA,Berks County,Wyomissing,-1.302356603
Zip,19611,PA,Berks County,Reading,1.579499596
Zip,19701,DE,New Castle County,Bear,1.084612505
Zip,19702,DE,New Castle County,Newark,1.356786201
Zip,19703,DE,New Castle County,Claymont,2.138185168
Zip,19707,DE,New Castle County,Hockessin,0.843973266
Zip,19709,DE,New Castle County,Middletown,0.541186891
Zip,19711,DE,New Castle County,Newark,1.183621934
Zip,19713,DE,New Castle County,Newark,-1.485881207
Zip,19720,DE,New Castle County,New Castle,-2.228555617
Zip,19734,DE,New Castle County,Townsend,0.371532365
Zip,19804,DE,New Castle County,Newport,-1.869379015
Zip,19805,DE,New Castle County,Wilmington,0.454145268
Zip,19806,DE,New Castle County,Wilmington,-4.301796407
Zip,19807,DE,New Castle County,Wilmington,1.648168103
Zip,19808,DE,New Castle County,Wilmington,0.696192385
Zip,19809,DE,New Castle County,Wilmington,0.541575011
Zip,19810,DE,New Castle County,Arden,0.544434051
Zip,19901,DE,Kent County,Dover,0.84272051
Zip,19904,DE,Kent County,Dover,2.038994356
Zip,19930,DE,Sussex County,Bethany Beach,1.182263088
Zip,19934,DE,Kent County,Camden,-0.657534247
Zip,19938,DE,Kent County,Clayton,0.656328583
Zip,19939,DE,Sussex County,Dagsboro,0.505818464
Zip,19943,DE,Kent County,Felton,1.36121673
Zip,19945,DE,Sussex County,Frankford,0.579355365
Zip,19946,DE,Kent County,Frederica,2.127431907
Zip,19951,DE,Sussex County,Harbeson,-1.833619801
Zip,19952,DE,Kent County,Harrington,-0.554061625
Zip,19953,DE,Kent County,Hartly,2.95480226
Zip,19954,DE,Kent County,Houston,1.33803681
Zip,19958,DE,Sussex County,Lewes,2.118881119
Zip,19962,DE,Kent County,Magnolia,0.283964791
Zip,19964,DE,Kent County,Marydel,0.360978203
Zip,19966,DE,Sussex County,Millsboro,-0.975641026
Zip,19967,DE,Sussex County,Ocean View,-0.211844332
Zip,19968,DE,Sussex County,Milton,-1.386866281
Zip,19970,DE,Sussex County,Ocean View,-0.333737864
Zip,19971,DE,Sussex County,Rehoboth Beach,2.128017789
Zip,19975,DE,Sussex County,Selbyville,-0.592749245
Zip,19977,DE,Kent County,Smyrna,0.015006253
Zip,20001,DC,District of Columbia,Washington,-3.328739856
Zip,20002,DC,District of Columbia,Washington,-5.810404262
Zip,20003,DC,District of Columbia,Washington,-1.098946286
Zip,20004,DC,District of Columbia,Washington,1.188210075
Zip,20005,DC,District of Columbia,Washington,-1.525566473
Zip,20007,DC,District of Columbia,Washington,-3.762910798
Zip,20008,DC,District of Columbia,Washington,-0.611647179
Zip,20009,DC,District of Columbia,Washington,0.952764359
Zip,20010,DC,District of Columbia,Washington,-2.109260589
Zip,20011,DC,District of Columbia,Washington,-5.344496802
Zip,20012,DC,District of Columbia,Washington,-8.577201622
Zip,20015,DC,District of Columbia,Washington,6.634676366
Zip,20016,DC,District of Columbia,Washington,-0.496558808
Zip,20018,DC,District of Columbia,Washington,-5.640588235
Zip,20019,DC,District of Columbia,Washington,1.589045288
Zip,20020,DC,District of Columbia,Washington,1.174463077
Zip,20024,DC,District of Columbia,Washington,1.014081088
Zip,20036,DC,District of Columbia,Washington,-0.320516268
Zip,20037,DC,District of Columbia,Washington,-5.616011124
Zip,20105,VA,Loudoun County,Aldie,2.744647417
Zip,20106,VA,Culpeper County,Amissville,-0.771419538
Zip,20109,VA,Prince William County,Manassas,1.845967463
Zip,20110,VA,Prince William County,Manassas,-1.58988764
Zip,20111,VA,Manassas Park City,Manassas Park,-0.782769231
Zip,20112,VA,Prince William County,Manassas,-0.159858274
Zip,20115,VA,Fauquier County,Marshall,1.982905983
Zip,20117,VA,Loudoun County,Middleburg,0.897063017
Zip,20119,VA,Fauquier County,Catlett,3.439213658
Zip,20120,VA,Fairfax County,Centreville,1.540650407
Zip,20121,VA,Fairfax County,Centreville,1.626100466
Zip,20124,VA,Fairfax County,Clifton,0.28648491
Zip,20132,VA,Loudoun County,Purcellville,2.22566533
Zip,20135,VA,Clarke County,Bluemont,1.132731253
Zip,20136,VA,Prince William County,Bristow,-0.29135539
Zip,20137,VA,Fauquier County,Broad Run,2.070737606
Zip,20141,VA,Loudoun County,Round Hill,1.83960108
Zip,20147,VA,Loudoun County,Ashburn,2.084836472
Zip,20148,VA,Loudoun County,Ashburn,2.796213637
Zip,20151,VA,Loudoun County,Chantilly,1.204101006
Zip,20152,VA,Loudoun County,Chantilly,2.659444942
Zip,20155,VA,Prince William County,Gainesville,0.51092952
Zip,20158,VA,Loudoun County,Hamilton,1.637188209
Zip,20164,VA,Loudoun County,Sterling,2.258460767
Zip,20165,VA,Loudoun County,Sterling,1.914590747
Zip,20166,VA,Loudoun County,Sterling,2.013576895
Zip,20169,VA,Prince William County,Haymarket,1.178285927
Zip,20170,VA,Fairfax County,Herndon,1.575493735
Zip,20171,VA,Fairfax County,Herndon,1.556526038
Zip,20175,VA,Loudoun County,Leesburg,2.001583845
Zip,20176,VA,Loudoun County,Leesburg,2.347640282
Zip,20180,VA,Loudoun County,Lovettsville,2.524900398
Zip,20181,VA,Prince William County,Nokesville,-2.492257361
Zip,20186,VA,Fauquier County,Warrenton,3.931161324
Zip,20187,VA,Fauquier County,Warrenton,4.524153005
Zip,20190,VA,Fairfax County,Reston,0.299388523
Zip,20191,VA,Fairfax County,Reston,0.702593918
Zip,20194,VA,Fairfax County,Reston,0.119089317
Zip,20197,VA,Loudoun County,Waterford,1.146872898
Zip,20198,VA,Fauquier County,The Plains,1.022232005
Zip,20601,MD,Charles County,Waldorf,0.171083529
Zip,20602,MD,Charles County,Waldorf,0.536165327
Zip,20603,MD,Charles County,Waldorf,1.961074231
Zip,20607,MD,Prince Georges County,Accokeek,1.781014566
Zip,20609,MD,Saint Marys County,Avenue,4.777046784
Zip,20613,MD,Prince Georges County,Brandywine,0.277003484
Zip,20616,MD,Charles County,Bryans Road,-0.21020794
Zip,20618,MD,Saint Marys County,Bushwood,1.923634606
Zip,20619,MD,Saint Marys County,California,1.972487581
Zip,20621,MD,Saint Marys County,Chaptico,1.463565253
Zip,20622,MD,Charles County,Charlotte Hall,1.73965207
Zip,20623,MD,Prince Georges County,Cheltenham,2.495694295
Zip,20625,MD,Charles County,Cobb Island,-5.056645852
Zip,20634,MD,Saint Marys County,Great Mills,4.099520384
Zip,20636,MD,Saint Marys County,Hollywood,1.978214826
Zip,20637,MD,Charles County,Hughesville,4.200809307
Zip,20639,MD,Calvert County,Huntingtown,-0.399057715
Zip,20640,MD,Charles County,Indian Head,-4.520078355
Zip,20646,MD,Charles County,La Plata,1.530411449
Zip,20650,MD,Saint Marys County,Leonardtown,0.449509521
Zip,20653,MD,Saint Marys County,Lexington Park,3.714453125
Zip,20657,MD,Calvert County,Lusby,2.143102707
Zip,20659,MD,Saint Marys County,Mechanicsville,0.670442478
Zip,20662,MD,Charles County,Nanjemoy,-1.571709234
Zip,20664,MD,Charles County,Newburg,-4.42571977
Zip,20674,MD,Saint Marys County,Piney Point,-0.025426456
Zip,20675,MD,Charles County,Pomfret,-1.345012626
Zip,20676,MD,Calvert County,Port Republic,0.143397324
Zip,20677,MD,Charles County,La Plata,1.655544148
Zip,20678,MD,Calvert County,Prince Frederick,-1.109329913
Zip,20685,MD,Calvert County,Saint Leonard,-0.497913323
Zip,20688,MD,Calvert County,Solomons,1.817835366
Zip,20689,MD,Calvert County,Sunderland,0.330493611
Zip,20693,MD,Charles County,Welcome,1.011837822
Zip,20695,MD,Charles County,White Plains,1.729621125
Zip,20705,MD,Prince Georges County,Beltsville,2.916642293
Zip,20706,MD,Prince Georges County,Lanham Seabrook,-0.337052839
Zip,20707,MD,Prince Georges County,Laurel,1.147862649
Zip,20708,MD,Prince Georges County,Laurel,-0.510380623
Zip,20710,MD,Prince Georges County,Bladensburg,2.452615618
Zip,20711,MD,Anne Arundel County,Lothian,-4.895388851
Zip,20712,MD,Prince Georges County,Mount Rainier,0.4512
Zip,20714,MD,Calvert County,North Beach,-1.050017737
Zip,20715,MD,Prince Georges County,Bowie,1.03467366
Zip,20716,MD,Prince Georges County,Bowie,1.869194313
Zip,20720,MD,Prince Georges County,Bowie,1.585693711
Zip,20721,MD,Prince Georges County,Bowie,1.623272727
Zip,20722,MD,Prince Georges County,Brentwood,-1.389437819
Zip,20723,MD,Prince Georges County,Laurel,0.103288672
Zip,20724,MD,Prince Georges County,Laurel,3.323952279
Zip,20732,MD,Calvert County,Chesapeake Beach,-0.75944334
Zip,20733,MD,Anne Arundel County,Churchton,2.050111005
Zip,20735,MD,Prince Georges County,Clinton,-0.063380282
Zip,20736,MD,Calvert County,Owings,1.793213391
Zip,20737,MD,Prince Georges County,East Riverdale,0.733750434
Zip,20740,MD,Prince Georges County,College Park,0.045889101
Zip,20743,MD,Prince Georges County,Coral Hills,-2.210478771
Zip,20744,MD,Prince Georges County,Fort Washington,-1.08249833
Zip,20745,MD,Prince Georges County,Forest Heights,-0.342993251
Zip,20746,MD,Prince Georges County,Suitland-Silver Hill,0.03925707
Zip,20747,MD,Prince Georges County,District Heights,1.002076412
Zip,20748,MD,Prince Georges County,Temple Hills,-2.448806774
Zip,20751,MD,Anne Arundel County,Deale,0.550289017
Zip,20754,MD,Calvert County,Dunkirk,1.178481878
Zip,20759,MD,Howard County,Fulton,4.078134373
Zip,20764,MD,Anne Arundel County,Shady Side,0.036202186
Zip,20769,MD,Prince Georges County,Glenn Dale,-0.47632377
Zip,20770,MD,Prince Georges County,Greenbelt,5.725984252
Zip,20772,MD,Prince Georges County,Greater Upper Marlboro,-1.372459016
Zip,20774,MD,Prince Georges County,Kettering,4.257281553
Zip,20776,MD,Anne Arundel County,Harwood,-4.722939217
Zip,20777,MD,Howard County,Highland,3.588017751
Zip,20778,MD,Anne Arundel County,West River,-1.775268581
Zip,20779,MD,Anne Arundel County,Tracys Landing,1.946098331
Zip,20781,MD,Prince Georges County,Hyattsville,1.540152403
Zip,20782,MD,Prince Georges County,Chillum,0.508547009
Zip,20783,MD,Prince Georges County,Chillum,-2.816313423
Zip,20784,MD,Prince Georges County,New Carrollton,1.742297934
Zip,20785,MD,Prince Georges County,Greater Landover,-1.061525495
Zip,20794,MD,Howard County,Jessup,2.304123711
Zip,20814,MD,Montgomery County,Bethesda,-1.989822947
Zip,20815,MD,Montgomery County,Chevy Chase,-2.323619458
Zip,20816,MD,Montgomery County,Bethesda,-3.7880955
Zip,20817,MD,Montgomery County,Bethesda,-1.613472706
Zip,20818,MD,Montgomery County,Cabin John,-6.039781147
Zip,20832,MD,Montgomery County,Olney,1.9857937
Zip,20833,MD,Montgomery County,Brookeville,-3.425747863
Zip,20837,MD,Montgomery County,Poolesville,-1.823932405
Zip,20841,MD,Montgomery County,Boyds,-0.103089431
Zip,20842,MD,Montgomery County,Dickerson,-1.079396762
Zip,20850,MD,Montgomery County,Rockville,-2.168482208
Zip,20851,MD,Montgomery County,Rockville,-0.085423197
Zip,20852,MD,Montgomery County,North Bethesda,-0.544589774
Zip,20853,MD,Montgomery County,Olney,-0.886750719
Zip,20854,MD,Montgomery County,Potomac,-0.865126761
Zip,20855,MD,Montgomery County,Derwood,-0.102413304
Zip,20860,MD,Montgomery County,Sandy Spring,-2.252190027
Zip,20861,MD,Montgomery County,Ashton,-2.418756441
Zip,20866,MD,Montgomery County,Burtonsville,0.389284608
Zip,20871,MD,Montgomery County,Clarksburg,1.039954597
Zip,20872,MD,Montgomery County,Damascus,-2.858689767
Zip,20874,MD,Montgomery County,Germantown,-0.01334668
Zip,20876,MD,Montgomery County,Germantown,-0.160766106
Zip,20877,MD,Montgomery County,Gaithersburg,-1.713795077
Zip,20878,MD,Montgomery County,Gaithersburg,0.13716079
Zip,20879,MD,Montgomery County,Gaithersburg,2.35995048
Zip,20882,MD,Montgomery County,Damascus,-2.012229016
Zip,20886,MD,Montgomery County,Montgomery Village,-0.568405691
Zip,20895,MD,Montgomery County,Kensington,-0.390795251
Zip,20901,MD,Montgomery County,Silver Spring,-2.257713249
Zip,20902,MD,Montgomery County,Silver Spring,0.030984508
Zip,20903,MD,Montgomery County,Silver Spring,-1.132376396
Zip,20904,MD,Montgomery County,Silver Spring,0.98250591
Zip,20905,MD,Montgomery County,Silver Spring,1.09042114
Zip,20906,MD,Montgomery County,Silver Spring,0.430826636
Zip,20910,MD,Montgomery County,Silver Spring,0.2928207
Zip,20912,MD,Montgomery County,Takoma Park,-1.228277439
Zip,21001,MD,Harford County,Aberdeen,1.517771374
Zip,21009,MD,Harford County,Abingdon,0.423856859
Zip,21012,MD,Anne Arundel County,Arnold,0.235650279
Zip,21013,MD,Baltimore County,Baldwin,-1.597120658
Zip,21014,MD,Harford County,Bel Air,1.22338403
Zip,21015,MD,Harford County,Bel Air,1.492940454
Zip,21017,MD,Harford County,Belcamp,2.160288408
Zip,21028,MD,Harford County,Churchville,-1.807839912
Zip,21029,MD,Howard County,Clarksville,2.407885792
Zip,21030,MD,Baltimore County,Cockeysville,0.592288064
Zip,21032,MD,Anne Arundel County,Crownsville,-0.343421335
Zip,21034,MD,Harford County,Darlington,-3.976529434
Zip,21035,MD,Anne Arundel County,Davidsonville,-0.629837703
Zip,21036,MD,Howard County,Dayton,2.317425569
Zip,21037,MD,Anne Arundel County,Edgewater,2.073387506
